record_id,left,hit,right
row_17905,Then was Daniel brought in before the                        ,king.,And the king spake and said unto
row_17905,brought in before the king. And the                          ,king,"spake and said unto Daniel, Art thou"
row_17905,"of the captivity of Judah, whom the                          ",king,my father brought out of Jewry? 5:14
row_17906,shalt be the third ruler in the                              ,kingdom.,
row_17907,Then Daniel answered and said before the                     ,"king,","Let thy gifts be to thyself, and"
row_17907,I will read the writing unto the                             ,"king,",and make known to him the interpretation.
row_17908,O thou                                                       ,"king,",the most high God gave Nebuchadnezzar thy
row_17908,high God gave Nebuchadnezzar thy father a                    ,"kingdom,","and majesty, and glory, and honour: 5:19"
row_17909,"in pride, he was deposed from his                            ",kingly,"throne, and they took his glory from"
row_17909,the most high God ruled in the                               ,kingdom,"of men, and that he appointeth over"
row_17912,the thing: MENE; God hath numbered thy                       ,"kingdom,",and finished it.
row_17914,PERES; Thy                                                   ,kingdom,"is divided, and given to the Medes"
row_17915,should be the third ruler in the                             ,kingdom.,
row_17916,In that night was Belshazzar the                             ,king,of the Chaldeans slain.
row_17917,And Darius the Median took the                               ,"kingdom,",being about threescore and two years old.
row_17918,It pleased Darius to set over the                            ,kingdom,"an hundred and twenty princes, which should"
row_17918,"princes, which should be over the whole                      ",kingdom;,6:2 And over these three presidents; of
row_17918,"might give accounts unto them, and the                       ",king,should have no damage.
row_17919,excellent spirit was in him; and the                         ,king,thought to set him over the whole
row_17920,to find occasion against Daniel concerning the               ,kingdom;,but they could find none occasion nor
row_17922,presidents and princes assembled together to the             ,"king,","and said thus unto him, King Darius,"
row_17922,"the king, and said thus unto him,                            ",King,"Darius, live for ever."
row_17923,All the presidents of the                                    ,"kingdom,","the governors, and the princes, the counsellors,"
row_17923,"for thirty days, save of thee, O                             ","king,",he shall be cast into the den
row_17924,"Now, O                                                       ","king,","establish the decree, and sign the writing,"
row_17925,Wherefore                                                    ,king,Darius signed the writing and the decree.
row_17927,"men assembled, and found Daniel praying and                  ",making,supplication before his God.
row_17928,"they came near, and spake before the                         ",king,concerning the king’s decree; Hast thou not
row_17928,and spake before the king concerning the                     ,king’s,"decree; Hast thou not signed a decree,"
